0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
25.1679, 0, 3.465, 0
25.1627, 0, 3.4615, 0
25.858, 0, 2.75734, 0
25.8527, 0, 2.75379, 0
25.8474, 0, 2.75013, 0
25.1415, 0, 2.74659, 0
25.1362, 0, 2.74295, 0
25.1309, 0, 2.73941, 0
24.4249, 0, 2.03519, 0
24.4195, 0, 2.03153, 0
24.414, 0, 2.02798, 0
24.4085, 0, 2.02435, 0
24.4029, 0, 2.0208, 0
24.3973, 0, 2.01722, 0
24.3916, 0, 2.01367, 0
24.3859, 0, 2.01014, 0
24.3801, 0, 2.00668, 0
25.075, 0, 2.70399, 0
25.0692, 0, 2.70063, 0
25.0633, 0, 2.69725, 0
25.0574, 0, 2.69384, 0
25.0514, 0, 2.6904, 0
25.0455, 0, 2.68691, 0
25.0394, 0, 3.38408, 0
25.0334, 0, 3.38052, 0
25.0273, 0, 3.37693, 0
25.7219, 0, 4.074, 0
25.7158, 0, 4.07035, 0
25.7096, 0, 4.0668, 0
25.7034, 0, 3.36254, 0
25.6972, 0, 3.35896, 0
25.691, 0, 3.35534, 0
25.6847, 0, 3.35168, 0
25.6784, 0, 3.34799, 0
25.6721, 0, 3.34428, 0
25.6658, 0, 3.34054, 0
25.6594, 0, 3.33677, 0
25.6531, 0, 3.33299, 0
25.6467, 0, 3.32919, 0
25.6403, 0, 3.32537, 0
25.634, 0, 3.32153, 0
24.9269, 0, 3.31767, 0
24.9205, 0, 3.3138, 0
24.9142, 0, 3.30991, 0
24.2072, 0, 2.60531, 0
24.2008, 0, 2.6014, 0
24.1946, 0, 2.59774, 0
23.4876, 0, 3.99554, 0
23.4814, 0, 3.99194, 0
23.4752, 0, 3.98835, 0
22.7684, 0, 3.28429, 0
22.7624, 0, 3.28074, 0
22.7564, 0, 3.27741, 0
23.4512, 0, 4.67548, 0
23.4454, 0, 4.67207, 0
23.4396, 0, 4.66857, 0
24.8354, 0, 3.96427, 0
24.8298, 0, 3.96059, 0
24.824, 0, 3.95684, 0
24.1182, 0, 3.95302, 0
24.1133, 0, 3.94915, 0
24.1082, 0, 3.94523, 0
24.1024, 0, 3.94126, 0
24.0963, 0, 3.93726, 0
24.0901, 0, 3.93322, 0
