0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
25.3814, 0, 3.67406, 0
25.3774, 0, 3.67138, 0
26.074, 0, 2.96803, 0
26.0699, 0, 2.96532, 0
26.0659, 0, 2.96252, 0
25.3612, 0, 2.95982, 0
25.3572, 0, 2.95704, 0
25.3531, 0, 2.95433, 0
24.6483, 0, 2.25094, 0
24.6442, 0, 2.24813, 0
24.64, 0, 2.24542, 0
24.6358, 0, 2.24264, 0
24.6315, 0, 2.23993, 0
24.6272, 0, 2.23719, 0
24.6229, 0, 2.23448, 0
24.6185, 0, 2.23177, 0
24.6141, 0, 2.22913, 0
25.3104, 0, 2.92724, 0
25.3059, 0, 2.92467, 0
25.3014, 0, 2.92209, 0
25.2969, 0, 2.91948, 0
25.2923, 0, 2.91684, 0
25.2877, 0, 2.91418, 0
25.2831, 0, 3.61218, 0
25.2785, 0, 3.60946, 0
25.2739, 0, 3.60671, 0
25.9699, 0, 4.30464, 0
25.9652, 0, 4.30184, 0
25.9605, 0, 4.29913, 0
25.9558, 0, 3.59571, 0
25.951, 0, 3.59297, 0
25.9462, 0, 3.5902, 0
25.9414, 0, 3.5874, 0
25.9366, 0, 3.58458, 0
25.9318, 0, 3.58174, 0
25.927, 0, 3.57888, 0
25.9221, 0, 3.576, 0
25.9173, 0, 3.57311, 0
25.9124, 0, 3.5702, 0
25.9075, 0, 3.56728, 0
25.9027, 0, 3.56434, 0
25.1971, 0, 3.5614, 0
25.1922, 0, 3.55844, 0
25.1874, 0, 3.55546, 0
24.4818, 0, 2.85178, 0
24.477, 0, 2.84879, 0
24.4722, 0, 2.84599, 0
23.7667, 0, 4.24464, 0
23.762, 0, 4.24189, 0
23.7573, 0, 4.23914, 0
23.0519, 0, 3.53587, 0
23.0473, 0, 3.53315, 0
23.0427, 0, 3.53061, 0
23.7389, 0, 4.92946, 0
23.7344, 0, 4.92685, 0
23.73, 0, 4.92417, 0
25.1271, 0, 4.22072, 0
25.1229, 0, 4.21791, 0
25.1184, 0, 4.21504, 0
24.4138, 0, 4.21212, 0
24.4101, 0, 4.20916, 0
24.4062, 0, 4.20616, 0
24.4017, 0, 4.20313, 0
24.397, 0, 4.20007, 0
24.3923, 0, 4.19698, 0
